va,vb,ca,cb,n
9,8,3,3,6
9,8,0,1,4
9,8,0,2,100
9,8,2,1,1
11,8,0,1,1
11,8,3,3,1
11,8,0,3,76
11,8,1,2,4
11,8,1,1,305
11,8,2,3,68
11,8,1,0,76
11,8,2,2,52
11,8,3,1,41
11,8,3,0,89
11,8,3,2,2
11,8,0,0,7
11,8,1,3,6
11,8,0,2,289
11,8,2,1,7
0,13,3,3,1
0,13,0,0,2
0,13,0,3,32
0,13,2,3,270
0,13,1,2,1
0,13,1,1,81
0,13,3,0,291
0,13,3,1,113
0,13,3,2,12
0,13,2,0,8
0,13,2,2,102
0,13,0,2,78
0,13,2,1,7
0,13,1,3,2
0,13,1,0,22
0,13,0,1,2
1,13,0,3,1
1,13,0,2,7
1,13,2,2,6
1,13,3,3,81
1,13,2,3,4
1,13,1,1,12
1,13,3,1,3
1,13,3,0,13
1,13,3,2,180
1,13,0,0,239
1,13,2,0,71
1,13,2,1,188
1,13,1,3,219
2,13,0,3,4
2,13,2,3,1
2,13,1,3,30
2,13,3,3,270
2,13,1,0,4
2,13,2,0,296
2,13,0,0,20
2,13,1,2,178
2,13,2,1,3
2,13,0,2,4
2,13,0,1,185
2,13,3,1,15
2,13,3,0,3
2,13,3,2,2
2,13,2,2,9
3,13,0,3,4
3,13,2,3,1
3,13,1,3,30
3,13,3,3,270
3,13,1,0,2
3,13,2,0,288
3,13,0,0,22
3,13,3,2,95
3,13,3,0,11
3,13,3,1,13
3,13,0,1,80
3,13,1,1,3
3,13,1,2,78
3,13,2,1,107
3,13,0,2,1
3,13,2,2,19
4,13,1,3,272
4,13,0,0,280
4,13,2,0,36
4,13,3,2,89
4,13,3,1,4
4,13,3,0,3
4,13,0,1,94
4,13,3,3,32
4,13,1,0,4
4,13,2,1,92
4,13,0,2,10
4,13,1,2,94
4,13,1,1,13
4,13,2,3,1
5,13,3,3,1
5,13,0,0,2
5,13,0,3,32
5,13,2,3,270
5,13,1,2,1
5,13,1,1,81
5,13,3,0,291
5,13,3,1,113
5,13,3,2,12
5,13,2,0,8
5,13,2,2,102
5,13,0,2,78
5,13,2,1,7
5,13,1,3,2
